iteration,x-axis,y-axix,x-axis,y-axix
98, "x, 137.16, y, 124.98"
99, "x, 137.16, y, 124.98"
100, "x, 137.16, y, 124.98"
101, "x, 137.16, y, 124.98"
102, "x, 142.56, y, 124.98"
103, "x, 137.16, y, 124.98"
104, "x, 137.16, y, 135.62"
105, "x, 137.16, y, 135.62"
106, "x, 137.16, y, 135.62"
107, "x, 81.82, y, 66.45"
108, "x, 139.11, y, 138.06"
109, "x, 137.16, y, 135.62"
110, "x, 137.94, y, 138.06"
111, "x, 137.94, y, 138.06"
112, "x, 135.98, y, 135.62"
113, "x, 135.98, y, 135.62"
114, "x, 152.84, y, 135.62"
115, "x, 137.16, y, 135.62"
116, "x, 101.18, y, 55.16"
117, "x, 101.18, y, 80.00"
118, "x, 137.16, y, 124.98"
119, "x, 108.92, y, 89.68"
120, "x, 137.16, y, 124.98"
121, "x, 119.42, y, 102.80"
122, "x, 137.16, y, 124.98"
123, "x, 137.16, y, 124.98"
124, "x, 158.71, y, 127.42"
125, "x, 140.50, y, 124.98"
126, "x, 80.71, y, 54.42"
127, "x, 135.98, y, 124.98"
128, "x, 137.16, y, 102.18"
129, "x, 137.16, y, 126.45"
130, "x, 137.16, y, 126.45"
131, "x, 84.92, y, 61.15"
132, "x, 137.16, y, 126.45"
133, "x, 139.11, y, 128.89"
134, "x, 137.16, y, 126.45"
135, "x, 137.16, y, 126.45"
136, "x, 110.69, y, 74.52"
137, "x, 137.16, y, 126.45"
138, "x, 137.16, y, 130.62"
139, "x, 122.71, y, 103.85"
140, "x, 116.26, y, 103.15"
141, "x, 139.11, y, 131.71"
142, "x, 137.16, y, 129.27"
143, "x, 137.16, y, 129.27"
144, "x, 137.16, y, 129.27"
145, "x, 142.45, y, 131.71"
146, "x, 150.26, y, 129.27"
147, "x, 155.34, y, 129.27"
148, "x, 137.16, y, 129.27"
149, "x, 139.11, y, 102.58"
150, "x, 144.50, y, 136.77"
151, "x, 137.16, y, 136.77"
152, "x, 137.16, y, 138.95"
153, "x, 137.16, y, 138.95"
154, "x, 137.16, y, 138.95"
155, "x, 83.76, y, 72.20"
156, "x, 137.16, y, 138.95"
157, "x, 137.16, y, 138.95"
158, "x, 137.16, y, 138.95"
159, "x, 141.55, y, 138.95"
160, "x, 91.74, y, 82.18"
161, "x, 137.16, y, 146.75"
162, "x, 137.16, y, 146.75"
163, "x, 137.16, y, 136.77"
164, "x, 108.92, y, 101.47"
165, "x, 137.16, y, 136.77"
166, "x, 137.16, y, 136.77"
167, "x, 137.16, y, 136.77"
168, "x, 137.16, y, 136.77"
169, "x, 127.89, y, 125.18"
170, "x, 154.90, y, 136.77"
171, "x, 137.16, y, 136.77"
172, "x, 137.16, y, 126.45"
173, "x, 135.98, y, 150.14"
174, "x, 137.16, y, 150.14"
175, "x, 137.16, y, 150.14"
176, "x, 137.16, y, 150.14"
177, "x, 140.50, y, 150.14"
178, "x, 149.53, y, 150.14"
179, "x, 137.16, y, 150.14"
180, "x, 137.16, y, 150.14"
181, "x, 137.16, y, 150.14"
182, "x, 144.50, y, 150.14"
183, "x, 144.50, y, 150.14"
184, "x, 137.16, y, 136.77"
185, "x, 137.16, y, 100.14"
186, "x, 137.16, y, 100.14"
187, "x, 121.05, y, 80.00"
188, "x, 121.05, y, 80.00"
189, "x, 121.05, y, 80.00"
190, "x, 140.50, y, 100.14"
191, "x, 137.16, y, 100.14"
192, "x, 137.16, y, 100.14"
193, "x, 150.26, y, 100.14"
194, "x, 90.00, y, 41.19"
195, "x, 137.16, y, 140.97"
196, "x, 137.16, y, 140.97"
197, "x, 137.16, y, 127.88"
198, "x, 92.66, y, 72.26"
199, "x, 92.66, y, 72.26"
200, "x, 137.16, y, 127.88"
201, "x, 137.16, y, 127.88"
202, "x, 137.16, y, 127.88"
203, "x, 117.82, y, 103.71"
204, "x, 154.44, y, 127.88"
205, "x, 137.16, y, 127.88"
206, "x, 137.16, y, 127.88"
207, "x, 137.16, y, 141.92"
208, "x, 129.68, y, 132.56"
209, "x, 144.50, y, 130.62"
210, "x, 152.84, y, 130.62"
211, "x, 137.16, y, 130.62"
212, "x, 137.16, y, 130.62"
213, "x, 137.16, y, 130.62"
214, "x, 137.16, y, 130.62"
215, "x, 137.16, y, 130.62"
216, "x, 141.55, y, 130.62"
217, "x, 137.16, y, 111.75"
218, "x, 84.32, y, 80.71"
219, "x, 137.16, y, 100.14"
220, "x, 137.16, y, 127.88"
221, "x, 137.16, y, 127.88"
222, "x, 137.16, y, 127.88"
223, "x, 137.16, y, 127.88"
224, "x, 135.98, y, 127.88"
225, "x, 139.11, y, 130.32"
226, "x, 137.16, y, 127.88"
227, "x, 150.95, y, 127.88"
228, "x, 137.16, y, 127.88"
229, "x, 137.16, y, 115.30"
230, "x, 137.16, y, 148.04"
231, "x, 137.16, y, 148.04"
232, "x, 121.05, y, 100.18"
233, "x, 108.92, y, 85.02"
234, "x, 137.16, y, 120.32"
235, "x, 137.16, y, 120.32"
236, "x, 137.16, y, 120.32"
237, "x, 137.16, y, 120.32"
238, "x, 156.11, y, 120.32"
239, "x, 137.16, y, 120.32"
240, "x, 137.16, y, 115.30"
241, "x, 135.98, y, 146.75"
242, "x, 92.26, y, 78.13"
243, "x, 137.16, y, 117.02"
244, "x, 137.16, y, 117.02"
245, "x, 137.16, y, 117.02"
246, "x, 137.16, y, 117.02"
247, "x, 89.18, y, 57.04"
248, "x, 137.16, y, 117.02"
249, "x, 137.16, y, 117.02"
250, "x, 147.16, y, 117.02"
251, "x, 137.16, y, 117.02"
252, "x, 102.39, y, 71.83"
253, "x, 137.16, y, 146.75"
254, "x, 137.16, y, 115.30"
255, "x, 137.16, y, 115.30"
256, "x, 121.05, y, 95.16"
257, "x, 137.16, y, 115.30"
258, "x, 135.98, y, 115.30"
259, "x, 137.16, y, 115.30"
260, "x, 137.16, y, 115.30"
261, "x, 152.24, y, 115.30"
262, "x, 137.16, y, 115.30"
263, "x, 137.16, y, 115.30"
264, "x, 137.16, y, 148.04"
265, "x, 137.16, y, 148.04"
266, "x, 137.16, y, 120.32"
267, "x, 137.16, y, 120.32"
268, "x, 137.16, y, 120.32"
269, "x, 137.16, y, 120.32"
270, "x, 137.16, y, 120.32"
271, "x, 83.76, y, 53.57"
272, "x, 156.45, y, 120.32"
273, "x, 137.16, y, 120.32"
274, "x, 147.16, y, 123.47"
275, "x, 152.84, y, 149.17"
276, "x, 90.00, y, 88.47"
277, "x, 137.16, y, 113.55"
278, "x, 137.16, y, 113.55"
279, "x, 137.16, y, 113.55"
280, "x, 106.21, y, 74.86"
281, "x, 137.16, y, 113.55"
282, "x, 137.16, y, 113.55"
283, "x, 137.16, y, 113.55"
284, "x, 140.50, y, 113.55"
285, "x, 137.16, y, 113.55"
286, "x, 137.16, y, 136.77"
287, "x, 137.16, y, 136.77"
288, "x, 137.16, y, 146.05"
289, "x, 137.16, y, 117.02"
290, "x, 135.24, y, 114.62"
291, "x, 139.11, y, 119.46"
292, "x, 137.16, y, 117.02"
293, "x, 137.16, y, 117.02"
294, "x, 137.16, y, 117.02"
295, "x, 149.53, y, 117.02"
296, "x, 137.16, y, 117.02"
297, "x, 137.16, y, 100.14"
298, "x, 137.16, y, 139.98"
299, "x, 137.16, y, 139.98"
300, "x, 137.16, y, 139.98"
