iteration,x-axis,y-axix,x-axis,y-axix
147, "x, 89.95, y, 76.05"
148, "x, 89.95, y, 76.05"
149, "x, 89.95, y, 125.16"
150, "x, 97.29, y, 81.71"
151, "x, 89.95, y, 118.39"
152, "x, 89.95, y, 107.08"
153, "x, 88.39, y, 96.15"
154, "x, 89.95, y, 120.62"
155, "x, 102.58, y, 104.84"
156, "x, 81.29, y, 60.26"
157, "x, 102.58, y, 60.26"
158, "x, 89.95, y, 76.05"
159, "x, 89.95, y, 80.00"
160, "x, 66.97, y, 78.04"
161, "x, 89.95, y, 78.04"
162, "x, 89.95, y, 78.04"
163, "x, 89.95, y, 78.04"
164, "x, 89.95, y, 78.04"
165, "x, 74.60, y, 78.04"
166, "x, 89.95, y, 74.01"
167, "x, 89.95, y, 74.01"
168, "x, 89.95, y, 76.05"
169, "x, 89.95, y, 76.05"
170, "x, 84.92, y, 74.01"
171, "x, 89.95, y, 74.01"
172, "x, 73.74, y, 74.01"
173, "x, 89.95, y, 74.01"
174, "x, 89.95, y, 74.01"
175, "x, 89.95, y, 98.85"
176, "x, 89.95, y, 121.29"
177, "x, 89.95, y, 76.05"
178, "x, 89.95, y, 83.79"
179, "x, 89.95, y, 74.01"
180, "x, 89.95, y, 110.65"
181, "x, 89.95, y, 76.05"
182, "x, 89.95, y, 76.05"
183, "x, 89.95, y, 78.04"
184, "x, 83.74, y, 78.04"
185, "x, 89.95, y, 78.04"
186, "x, 75.48, y, 121.29"
187, "x, 89.95, y, 111.75"
188, "x, 89.95, y, 98.85"
189, "x, 89.95, y, 81.92"
190, "x, 97.29, y, 72.74"
191, "x, 113.79, y, 38.49"
192, "x, 118.58, y, 40.26"
193, "x, 89.95, y, 76.05"
194, "x, 89.95, y, 76.05"
195, "x, 89.95, y, 97.34"
196, "x, 89.95, y, 97.34"
197, "x, 101.31, y, 83.15"
198, "x, 101.31, y, 63.85"
199, "x, 89.95, y, 78.04"
200, "x, 89.95, y, 104.50"
201, "x, 89.95, y, 104.50"
202, "x, 89.95, y, 78.04"
203, "x, 89.95, y, 78.04"
204, "x, 89.95, y, 78.04"
205, "x, 89.95, y, 109.50"
206, "x, 89.95, y, 74.01"
207, "x, 89.95, y, 74.01"
208, "x, 100.00, y, 42.20"
209, "x, 95.89, y, 68.63"
210, "x, 89.95, y, 120.62"
211, "x, 67.50, y, 120.62"
212, "x, 89.95, y, 120.62"
213, "x, 89.95, y, 74.01"
214, "x, 89.95, y, 74.01"
215, "x, 89.95, y, 74.01"
216, "x, 73.74, y, 74.01"
217, "x, 89.95, y, 74.01"
218, "x, 89.95, y, 74.01"
219, "x, 88.39, y, 127.12"
220, "x, 102.95, y, 95.67"
221, "x, 89.95, y, 124.82"
222, "x, 89.95, y, 125.16"
223, "x, 89.95, y, 121.92"
224, "x, 89.95, y, 111.75"
225, "x, 89.95, y, 97.34"
226, "x, 92.98, y, 93.55"
227, "x, 86.69, y, 52.26"
228, "x, 117.03, y, 40.16"
229, "x, 117.03, y, 40.16"
230, "x, 89.95, y, 116.69"
231, "x, 88.39, y, 75.97"
232, "x, 88.47, y, 56.67"
233, "x, 103.82, y, 58.71"
234, "x, 89.95, y, 76.05"
235, "x, 89.95, y, 76.05"
236, "x, 89.95, y, 74.01"
237, "x, 86.13, y, 74.01"
238, "x, 89.95, y, 74.01"
239, "x, 89.95, y, 114.84"
240, "x, 89.95, y, 74.01"
241, "x, 89.95, y, 97.34"
242, "x, 89.95, y, 97.34"
243, "x, 89.95, y, 97.34"
244, "x, 89.95, y, 74.01"
245, "x, 80.65, y, 59.82"
246, "x, 89.95, y, 117.56"
247, "x, 89.95, y, 117.56"
248, "x, 89.95, y, 117.56"
249, "x, 89.95, y, 74.01"
250, "x, 89.95, y, 76.05"
251, "x, 89.95, y, 118.39"
252, "x, 66.97, y, 76.05"
253, "x, 89.95, y, 76.05"
254, "x, 89.95, y, 76.05"
255, "x, 89.95, y, 76.05"
256, "x, 72.92, y, 76.05"
257, "x, 84.52, y, 74.25"
258, "x, 77.35, y, 116.69"
259, "x, 89.95, y, 116.69"
260, "x, 89.95, y, 89.17"
261, "x, 89.95, y, 74.01"
262, "x, 102.58, y, 58.23"
263, "x, 113.55, y, 46.55"
264, "x, 121.89, y, 36.13"
265, "x, 89.95, y, 74.01"
266, "x, 89.95, y, 74.01"
267, "x, 88.39, y, 102.28"
268, "x, 79.92, y, 102.28"
269, "x, 89.95, y, 100.32"
270, "x, 89.95, y, 100.32"
271, "x, 89.95, y, 74.01"
272, "x, 89.95, y, 120.62"
273, "x, 89.95, y, 120.62"
274, "x, 89.95, y, 120.62"
275, "x, 89.95, y, 120.62"
276, "x, 89.95, y, 120.62"
277, "x, 89.95, y, 120.62"
278, "x, 70.65, y, 74.01"
279, "x, 89.95, y, 74.01"
280, "x, 89.95, y, 74.01"
281, "x, 68.66, y, 74.01"
282, "x, 89.95, y, 74.01"
283, "x, 89.95, y, 74.01"
284, "x, 89.95, y, 87.42"
285, "x, 89.95, y, 74.01"
286, "x, 100.00, y, 65.48"
287, "x, 89.95, y, 74.01"
288, "x, 89.95, y, 94.19"
289, "x, 89.95, y, 94.19"
290, "x, 89.95, y, 94.19"
291, "x, 88.39, y, 96.15"
292, "x, 92.98, y, 90.40"
293, "x, 73.74, y, 119.92"
294, "x, 89.95, y, 119.92"
295, "x, 89.95, y, 119.92"
296, "x, 89.95, y, 119.92"
297, "x, 102.58, y, 104.13"
298, "x, 102.58, y, 104.13"
299, "x, 121.29, y, 80.75"
300, "x, 89.95, y, 119.92"
