iteration,x-axis,y-axix,x-axis,y-axix
168, "x, 254.51, y, -102.50"
169, "x, 254.51, y, -55.53"
170, "x, 104.25, y, 79.10"
171, "x, 103.00, y, 122.29"
172, "x, 103.00, y, 122.29"
173, "x, 264.55, y, -67.31"
174, "x, 264.55, y, -67.31"
175, "x, 182.97, y, -7.72"
176, "x, 127.14, y, 93.96"
177, "x, 123.76, y, 94.16"
178, "x, 122.16, y, 94.26"
179, "x, 116.75, y, 100.61"
180, "x, 115.49, y, 102.09"
181, "x, 105.65, y, 113.63"
182, "x, 141.73, y, 55.13"
183, "x, 141.73, y, 55.13"
184, "x, 141.73, y, 71.29"
185, "x, 141.73, y, 56.77"
187, "x, 152.17, y, 59.95"
188, "x, 104.66, y, 115.70"
189, "x, 104.66, y, 115.70"
190, "x, 104.66, y, 115.70"
191, "x, 142.54, y, 71.25"
192, "x, 142.54, y, 71.25"
193, "x, 142.54, y, 71.25"
194, "x, 142.54, y, 71.25"
195, "x, 167.93, y, 32.79"
196, "x, 167.93, y, 32.79"
197, "x, 114.71, y, 109.79"
198, "x, 172.37, y, 42.11"
199, "x, 121.57, y, 101.73"
200, "x, 124.07, y, 101.58"
201, "x, 124.07, y, 101.58"
202, "x, 124.07, y, 101.58"
203, "x, 249.53, y, -55.23"
204, "x, 147.40, y, 64.64"
205, "x, 101.40, y, 118.62"
206, "x, 101.40, y, 118.62"
207, "x, 157.54, y, 46.99"
208, "x, 221.28, y, -27.81"
209, "x, 141.73, y, 65.56"
210, "x, 151.35, y, 60.00"
211, "x, 108.62, y, 64.86"
212, "x, 108.62, y, 110.15"
213, "x, 108.62, y, 110.15"
214, "x, 139.07, y, 84.84"
215, "x, 139.07, y, 84.84"
216, "x, 151.09, y, 26.08"
217, "x, 151.09, y, 70.73"
218, "x, 145.46, y, 71.07"
219, "x, 145.46, y, 73.10"
220, "x, 206.23, y, -31.72"
221, "x, 171.26, y, -1.09"
222, "x, 109.71, y, 71.15"
223, "x, 101.89, y, 123.59"
224, "x, 101.89, y, 123.59"
225, "x, 101.89, y, 93.13"
226, "x, 146.70, y, 71.00"
227, "x, 146.70, y, 71.00"
228, "x, 141.73, y, 71.29"
229, "x, 141.50, y, 73.34"
230, "x, 103.78, y, 115.66"
231, "x, 103.78, y, 98.27"
232, "x, 103.78, y, 85.93"
233, "x, 157.04, y, 23.42"
234, "x, 111.27, y, 108.81"
235, "x, 143.32, y, 71.20"
236, "x, 143.32, y, 71.20"
237, "x, 143.32, y, 71.20"
238, "x, 143.32, y, 71.20"
239, "x, 119.65, y, 98.98"
240, "x, 120.40, y, 98.94"
241, "x, 120.40, y, 98.94"
242, "x, 120.40, y, 98.94"
243, "x, 124.51, y, 94.11"
244, "x, 173.20, y, 36.96"
245, "x, 137.60, y, 84.93"
246, "x, 105.91, y, 73.81"
247, "x, 159.24, y, 59.53"
248, "x, 106.52, y, 121.40"
249, "x, 106.52, y, 121.40"
250, "x, 107.99, y, 121.32"
251, "x, 107.21, y, 77.38"
252, "x, 103.00, y, 121.61"
253, "x, 103.00, y, 121.61"
254, "x, 100.97, y, 121.74"
255, "x, 108.41, y, 111.30"
256, "x, 113.87, y, 68.73"
257, "x, 103.00, y, 75.93"
258, "x, 103.00, y, 117.65"
259, "x, 103.00, y, 117.65"
260, "x, 103.00, y, 117.65"
261, "x, 103.00, y, 93.86"
262, "x, 103.00, y, 93.86"
263, "x, 103.00, y, 117.65"
264, "x, 137.18, y, 77.54"
265, "x, 138.93, y, 75.48"
266, "x, 142.54, y, 60.12"
267, "x, 106.47, y, 102.46"
268, "x, 120.20, y, 86.34"
269, "x, 140.72, y, 41.70"
270, "x, 142.54, y, 71.25"
271, "x, 142.54, y, 71.25"
272, "x, 142.54, y, 71.25"
273, "x, 125.89, y, 90.79"
274, "x, 127.40, y, 89.02"
275, "x, 142.54, y, 71.25"
276, "x, 142.54, y, 71.25"
277, "x, 142.54, y, 71.25"
278, "x, 243.83, y, -47.63"
279, "x, 243.83, y, -47.63"
280, "x, 117.57, y, 100.56"
281, "x, 179.59, y, 4.84"
282, "x, 110.21, y, 86.26"
283, "x, 108.20, y, 112.42"
284, "x, 112.69, y, 112.15"
285, "x, 110.98, y, 112.25"
286, "x, 110.98, y, 112.25"
287, "x, 110.98, y, 112.25"
288, "x, 110.98, y, 112.25"
289, "x, 205.62, y, 1.18"
290, "x, 123.76, y, 97.25"
291, "x, 123.76, y, 97.25"
292, "x, 123.76, y, 50.79"
293, "x, 168.42, y, 44.84"
294, "x, 247.38, y, -81.83"
295, "x, 247.38, y, -81.83"
296, "x, 247.38, y, -47.84"
297, "x, 253.90, y, -55.49"
298, "x, 149.84, y, 66.64"
299, "x, 101.82, y, 123.00"
300, "x, 101.82, y, 123.00"
