iteration,x-axis,y-axix,x-axis,y-axix
190, 275.85173168546356,111.51304380952381,77.7343367584267,93.92475333333333
191, 275.85173168546356,111.51304380952381,77.7343367584267,93.92475333333333
192, 275.85173168546356,111.51304380952381,75.66570574223546,95.59909714285712
193, 275.85173168546356,111.51304380952381,75.66570574223546,95.59909714285712
194, 275.85173168546356,111.51304380952381,75.66570574223546,95.59909714285712
195, 275.85173168546356,111.51304380952381,77.8716662970154,97.0891095238095
196, 281.9912459240955,106.5821780952381,77.8716662970154,97.0891095238095
197, 281.9912459240955,106.5821780952381,77.8716662970154,97.0891095238095
198, 281.9912459240955,106.5821780952381,77.8716662970154,97.0891095238095
199, 279.8743087393313,105.00000000000003,77.8716662970154,97.0891095238095
200, 279.8743087393313,105.00000000000003,77.8716662970154,97.0891095238095
201, 279.8743087393313,105.00000000000003,77.8716662970154,97.0891095238095
202, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
203, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
204, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
205, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
206, 279.8743087393313,105.00000000000003,77.7343367584267,93.92475333333333
207, 279.8743087393313,105.00000000000003,77.7343367584267,93.92475333333333
208, 279.8743087393313,105.00000000000003,77.7343367584267,93.92475333333333
209, 279.8743087393313,105.00000000000003,77.7343367584267,93.92475333333333
210, 279.8743087393313,105.00000000000003,79.91441724550064,95.4147657142857
211, 279.8743087393313,105.00000000000003,79.91441724550064,95.4147657142857
212, 279.8743087393313,105.00000000000003,77.8716662970154,97.0891095238095
213, 279.8743087393313,105.00000000000003,77.8716662970154,97.0891095238095
214, 279.8743087393313,105.00000000000003,77.8716662970154,97.0891095238095
215, 279.8743087393313,105.00000000000003,77.8716662970154,97.0891095238095
216, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
217, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
218, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
219, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
220, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
221, 279.8743087393313,105.00000000000003,75.66570574223546,95.59909714285712
222, 279.8743087393313,105.00000000000003,77.8716662970154,97.0891095238095
223, 281.9912459240955,103.41782190476191,77.8716662970154,97.0891095238095
224, 281.9912459240955,103.41782190476191,77.8716662970154,97.0891095238095
225, 281.9912459240955,103.41782190476191,77.8716662970154,97.0891095238095
226, 281.9912459240955,103.41782190476191,77.8716662970154,97.0891095238095
227, 281.9912459240955,103.41782190476191,77.8716662970154,97.0891095238095
228, 281.9912459240955,103.41782190476191,75.66570574223546,95.59909714285712
229, 281.9912459240955,103.41782190476191,75.66570574223546,95.59909714285712
230, 281.9912459240955,103.41782190476191,75.66570574223546,95.59909714285712
231, 281.9912459240955,103.41782190476191,75.66570574223546,95.59909714285712
232, 284.13425278823127,105.0,75.66570574223546,95.59909714285712
233, 284.13425278823127,105.0,75.66570574223546,95.59909714285712
234, 284.13425278823127,105.0,75.66570574223546,95.59909714285712
235, 281.9912459240955,106.5821780952381,75.66570574223546,95.59909714285712
236, 281.9912459240955,106.5821780952381,75.66570574223546,95.59909714285712
237, 281.9912459240955,106.5821780952381,77.7343367584267,93.92475333333333
238, 281.9912459240955,106.5821780952381,77.7343367584267,93.92475333333333
239, 281.9912459240955,106.5821780952381,77.7343367584267,93.92475333333333
240, 277.80368649635193,103.38710000000002,77.7343367584267,93.92475333333333
241, 277.80368649635193,103.38710000000002,79.91441724550064,95.4147657142857
242, 279.89775611154624,101.8049219047619,79.91441724550064,95.4147657142857
243, 279.89775611154624,101.8049219047619,79.91441724550064,95.4147657142857
244, 279.89775611154624,101.8049219047619,79.91441724550064,95.4147657142857
245, 279.89775611154624,101.8049219047619,79.91441724550064,95.4147657142857
246, 288.5786219281789,108.07219047619047,79.91441724550064,95.4147657142857
247, 288.5786219281789,108.07219047619047,79.91441724550064,95.4147657142857
248, 288.5786219281789,108.07219047619047,79.91441724550064,95.4147657142857
249, 288.5786219281789,108.07219047619047,79.91441724550064,95.4147657142857
250, 288.5786219281789,108.07219047619047,77.8716662970154,97.0891095238095
251, 286.32911848166174,106.55145619047619,77.8716662970154,97.0891095238095
252, 286.32911848166174,106.55145619047619,77.8716662970154,97.0891095238095
253, 286.32911848166174,106.55145619047619,77.8716662970154,97.0891095238095
254, 286.32911848166174,106.55145619047619,77.8716662970154,97.0891095238095
255, 286.32911848166174,106.55145619047619,77.8716662970154,97.0891095238095
256, 286.32911848166174,106.55145619047619,77.8716662970154,97.0891095238095
257, 286.32911848166174,106.55145619047619,77.8716662970154,97.0891095238095
258, 286.32911848166174,106.55145619047619,77.8716662970154,97.0891095238095
259, 286.32911848166174,106.55145619047619,75.66570574223546,95.59909714285712
260, 279.9681394452102,111.39015619047619,75.66570574223546,95.59909714285712
261, 279.9681394452102,111.39015619047619,75.66570574223546,95.59909714285712
262, 279.9681394452102,111.39015619047619,75.66570574223546,95.59909714285712
263, 279.9681394452102,111.39015619047619,75.66570574223546,95.59909714285712
264, 279.9681394452102,111.39015619047619,75.66570574223546,95.59909714285712
265, 279.9681394452102,111.39015619047619,75.66570574223546,95.59909714285712
266, 279.9681394452102,111.39015619047619,75.66570574223546,95.59909714285712
271, 174.51613999999995,109.83870000000003
273, 182.82257500000003,97.08910952380951
274, 182.82257500000003,97.08910952380951
275, 182.82257500000003,97.08910952380951
276, 182.82257500000003,97.08910952380951
277, 182.82257500000003,97.08910952380951
278, 184.79389722222223,93.7097
279, 184.79389722222223,93.7097
280, 184.79389722222223,92.21968761904762
281, 184.79389722222223,92.21968761904762
282, 184.79389722222223,92.21968761904762
283, 184.79389722222223,92.21968761904762
284, 183.7992755555556,93.92475333333333
285, 183.7992755555556,93.92475333333333
290, 284.15645356285484,101.86636571428572,77.7343367584267,93.92475333333333
291, 284.15645356285484,101.86636571428572,77.7343367584267,93.92475333333333
292, 284.15645356285484,101.86636571428572,77.7343367584267,93.92475333333333
293, 284.15645356285484,101.86636571428572,77.7343367584267,93.92475333333333
294, 284.15645356285484,101.86636571428572,77.7343367584267,93.92475333333333
295, 290.8455846150641,106.52073428571428,77.7343367584267,93.92475333333333
296, 290.8455846150641,106.52073428571428,77.7343367584267,93.92475333333333
301, 178.24373111111112,106.52073428571428
302, 178.24373111111112,106.52073428571428
303, 178.24373111111112,105.0
304, 178.24373111111112,105.0
305, 179.1308261111111,103.47926571428572
306, 179.1308261111111,103.47926571428572
311, 295.5781957478323,106.49001238095238,75.66570574223546,95.59909714285712
312, 295.5781957478323,106.49001238095238,75.66570574223546,95.59909714285712
313, 295.5781957478323,106.49001238095238,75.66570574223546,95.59909714285712
314, 295.5781957478323,106.49001238095238,75.66570574223546,95.59909714285712
315, 295.5781957478323,106.49001238095238,75.66570574223546,95.59909714285712
316, 295.5781957478323,106.49001238095238,75.66570574223546,95.59909714285712
317, 295.5781957478323,106.49001238095238,75.66570574223546,95.59909714285712
318, 295.5781957478323,106.49001238095238,75.66570574223546,95.59909714285712
319, 295.5781957478323,106.49001238095238,71.35862234314799,98.85561904761903
320, 295.5781957478323,106.49001238095238,71.35862234314799,98.85561904761903
321, 288.5786219281789,101.92780952380953,71.35862234314799,98.85561904761903
322, 286.32911848166174,103.44854380952381,71.35862234314799,98.85561904761903
323, 286.32911848166174,103.44854380952381,71.35862234314799,98.85561904761903
324, 286.32911848166174,103.44854380952381,75.66570574223546,95.59909714285712
325, 286.32911848166174,103.44854380952381,75.66570574223546,95.59909714285712
326, 290.8455846150641,106.52073428571428,75.66570574223546,95.59909714285712
328, 290.8455846150641,106.52073428571428,75.66570574223546,95.59909714285712
329, 290.8455846150641,106.52073428571428,75.66570574223546,95.59909714285712
330, 290.8455846150641,106.52073428571428,75.66570574223546,95.59909714285712
331, 290.8455846150641,106.52073428571428,75.66570574223546,95.59909714285712
332, 288.557715602033,105.0,75.66570574223546,95.59909714285712
333, 288.557715602033,105.0,75.66570574223546,95.59909714285712
334, 288.557715602033,105.0,75.66570574223546,95.59909714285712
335, 288.557715602033,105.0,75.66570574223546,95.59909714285712
336, 288.557715602033,105.0,75.66570574223546,95.59909714285712
337, 288.557715602033,105.0,75.66570574223546,95.59909714285712
338, 288.557715602033,105.0,75.66570574223546,95.59909714285712
339, 288.557715602033,105.0,75.66570574223546,95.59909714285712
340, 288.557715602033,105.0,75.66570574223546,95.59909714285712
341, 288.557715602033,105.0,75.66570574223546,95.59909714285712
342, 288.557715602033,105.0,75.66570574223546,95.59909714285712
343, 290.8455846150641,106.52073428571428,73.41172386453422,94.13980666666664
344, 288.5786219281789,108.07219047619047,73.41172386453422,94.13980666666664
345, 288.5786219281789,108.07219047619047,73.41172386453422,94.13980666666664
346, 288.5786219281789,108.07219047619047,73.41172386453422,94.13980666666664
347, 288.5786219281789,108.07219047619047,73.41172386453422,94.13980666666664
348, 288.5786219281789,108.07219047619047,73.41172386453422,94.13980666666664
349, 288.5786219281789,108.07219047619047,73.41172386453422,94.13980666666664
352, 288.5786219281789,108.07219047619047,71.25390663747527,95.78342857142857
353, 288.5786219281789,108.07219047619047,71.25390663747527,95.78342857142857
354, 288.5786219281789,108.07219047619047,71.25390663747527,95.78342857142857
355, 288.5786219281789,108.07219047619047,71.25390663747527,95.78342857142857
356, 288.5786219281789,108.07219047619047,71.25390663747527,95.78342857142857
357, 288.5786219281789,108.07219047619047,71.25390663747527,95.78342857142857
358, 288.5786219281789,108.07219047619047,71.25390663747527,95.78342857142857
359, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
360, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
361, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
362, 288.557715602033,105.0,71.25390663747527,95.78342857142857
363, 288.557715602033,105.0,71.25390663747527,95.78342857142857
364, 288.557715602033,105.0,71.25390663747527,95.78342857142857
368, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
369, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
370, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
371, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
372, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
373, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
374, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
375, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
376, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
377, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
378, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
379, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
380, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
381, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
382, 288.557715602033,105.0,73.41172386453422,94.13980666666664
383, 288.557715602033,105.0,73.41172386453422,94.13980666666664
384, 288.557715602033,105.0,73.41172386453422,94.13980666666664
385, 288.557715602033,105.0,73.41172386453422,94.13980666666664
387, 288.557715602033,105.0,75.50975154650118,92.46546285714285
388, 288.557715602033,105.0,75.50975154650118,92.46546285714285
389, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
390, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
391, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
392, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
393, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
394, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
395, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
396, 284.13425278823127,105.0,73.41172386453422,94.13980666666664
397, 284.13425278823127,105.0,73.41172386453422,94.13980666666664
398, 284.13425278823127,105.0,71.25390663747527,95.78342857142857
399, 284.13425278823127,105.0,71.25390663747527,95.78342857142857
400, 284.13425278823127,105.0,71.25390663747527,95.78342857142857
401, 284.13425278823127,105.0,71.25390663747527,95.78342857142857
402, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
403, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
404, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
405, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
406, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
407, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
408, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
409, 284.13425278823127,105.0,73.41172386453422,94.13980666666664
410, 284.13425278823127,105.0,73.41172386453422,94.13980666666664
411, 284.13425278823127,105.0,73.41172386453422,94.13980666666664
412, 284.13425278823127,105.0,73.41172386453422,94.13980666666664
414, 284.13425278823127,105.0,73.41172386453422,94.13980666666664
415, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
416, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
417, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
418, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
419, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
420, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
421, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
422, 286.32911848166174,106.55145619047619,73.41172386453422,94.13980666666664
423, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
424, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
425, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
426, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
427, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
428, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
429, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
430, 286.32911848166174,106.55145619047619,71.25390663747527,95.78342857142857
431, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
432, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
433, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
434, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
435, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
436, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
437, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
438, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
439, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
440, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
441, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
442, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
443, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
444, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
445, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
446, 286.32911848166174,106.55145619047619,75.50975154650118,92.46546285714285
447, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
448, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
449, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
450, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
451, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
452, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
453, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
454, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
455, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
456, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
457, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
458, 286.32911848166174,106.55145619047619,77.7343367584267,93.92475333333333
459, 288.557715602033,105.0,77.7343367584267,93.92475333333333
460, 288.557715602033,105.0,77.7343367584267,93.92475333333333
461, 288.557715602033,105.0,77.7343367584267,93.92475333333333
462, 288.557715602033,105.0,77.7343367584267,93.92475333333333
467, 178.24373111111112,105.0
472, 284.13425278823127,105.0,77.7343367584267,93.92475333333333
473, 284.13425278823127,105.0,77.7343367584267,93.92475333333333
474, 284.13425278823127,105.0,77.7343367584267,93.92475333333333
475, 284.13425278823127,105.0,77.7343367584267,93.92475333333333
476, 284.13425278823127,105.0,77.7343367584267,93.92475333333333
477, 284.13425278823127,105.0,77.7343367584267,93.92475333333333
478, 284.13425278823127,105.0,77.7343367584267,93.92475333333333
479, 284.13425278823127,105.0,77.7343367584267,93.92475333333333
484, 177.33871499999998,105.0
485, 177.33871499999998,105.0
486, 177.33871499999998,105.0
487, 174.51613999999995,109.83870000000003
488, 174.51613999999995,109.83870000000003
489, 174.51613999999995,109.83870000000003
490, 174.51614,111.39015619047616
491, 174.51614,111.39015619047616
492, 174.51614,111.39015619047616
493, 174.51614,111.39015619047616
494, 174.51614,111.39015619047616
495, 174.51614,111.39015619047616
496, 174.51614,111.39015619047616
497, 174.51613999999995,109.83870000000003
498, 174.51613999999995,109.83870000000003
499, 174.51613999999995,109.83870000000003
500, 174.51613999999995,109.83870000000003
502, 174.51613999999995,109.83870000000003
503, 174.51613999999995,109.83870000000003
504, 174.51613999999995,109.83870000000003
505, 174.51613999999995,109.83870000000003
510, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
511, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
512, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
513, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
514, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
515, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
516, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
517, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
518, 282.036915066972,100.25346571428571,75.66570574223546,95.59909714285712
519, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
520, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
521, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
522, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
523, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
524, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
525, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
526, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
527, 282.036915066972,100.25346571428571,77.7343367584267,93.92475333333333
528, 282.036915066972,100.25346571428571,79.91441724550064,95.4147657142857
529, 282.036915066972,100.25346571428571,79.91441724550064,95.4147657142857
530, 275.75307483355846,105.0,79.91441724550064,95.4147657142857
531, 275.75307483355846,105.0,79.91441724550064,95.4147657142857
537, 176.3440933333333,108.19507809523812
538, 176.3440933333333,108.19507809523812
543, 279.89775611154624,108.1950780952381,79.91441724550064,95.4147657142857
544, 279.89775611154624,108.1950780952381,79.91441724550064,95.4147657142857
545, 279.89775611154624,108.1950780952381,79.91441724550064,95.4147657142857
546, 279.89775611154624,108.1950780952381,79.91441724550064,95.4147657142857
547, 279.89775611154624,108.1950780952381,79.91441724550064,95.4147657142857
548, 279.89775611154624,108.1950780952381,79.91441724550064,95.4147657142857
549, 279.89775611154624,108.1950780952381,79.91441724550064,95.4147657142857
550, 282.03691506697197,109.74653428571429,79.91441724550064,95.4147657142857
551, 282.03691506697197,109.74653428571429,79.91441724550064,95.4147657142857
552, 288.557715602033,105.0,79.91441724550064,95.4147657142857
553, 288.557715602033,105.0,79.91441724550064,95.4147657142857
554, 288.557715602033,105.0,79.91441724550064,95.4147657142857
555, 288.557715602033,105.0,79.91441724550064,95.4147657142857
556, 288.557715602033,105.0,79.91441724550064,95.4147657142857
557, 288.557715602033,105.0,79.91441724550064,95.4147657142857
558, 288.557715602033,105.0,77.8716662970154,97.0891095238095
559, 288.557715602033,105.0,77.8716662970154,97.0891095238095
560, 288.557715602033,105.0,77.8716662970154,97.0891095238095
561, 288.557715602033,105.0,75.66570574223546,95.59909714285712
562, 288.557715602033,105.0,75.66570574223546,95.59909714285712
563, 288.557715602033,105.0,75.66570574223546,95.59909714285712
564, 288.557715602033,105.0,75.66570574223546,95.59909714285712
565, 288.557715602033,105.0,77.7343367584267,93.92475333333333
566, 288.557715602033,105.0,77.7343367584267,93.92475333333333
567, 288.557715602033,105.0,77.7343367584267,93.92475333333333
568, 288.557715602033,105.0,77.7343367584267,93.92475333333333
569, 288.557715602033,105.0,77.7343367584267,93.92475333333333
570, 288.557715602033,105.0,77.7343367584267,93.92475333333333
571, 288.557715602033,105.0,77.7343367584267,93.92475333333333
572, 288.557715602033,105.0,73.54141684945857,97.24271904761905
573, 286.32911848166174,106.55145619047619,73.54141684945857,97.24271904761905
574, 286.32911848166174,106.55145619047619,73.54141684945857,97.24271904761905
575, 286.32911848166174,106.55145619047619,75.77690508758975,98.73273142857143
